date,Open,High,Low,Close,Volume,Company
2026-02-03,268.9483513556569,271.6258386480508,267.3598109321867,269.22808837890625,64394700,Apple
2026-02-04,272.03545112075,278.68922850453845,272.03545112075,276.23150634765625,90545700,Apple
2026-02-05,277.86999494352693,279.2387093202658,272.97458180817284,275.6520690917969,52977400,Apple
2026-02-06,276.8609202349588,280.6473855638201,276.67109542368036,277.8599853515625,50453400,Apple
2026-02-09,277.9100036621094,278.20001220703125,271.70001220703125,274.6199951171875,44623400,Apple
2026-02-10,274.8900146484375,275.3699951171875,272.94000244140625,273.67999267578125,34376900,Apple
2026-02-11,274.70001220703125,280.17999267578125,274.45001220703125,275.5,51931300,Apple
2026-02-12,275.5899963378906,275.7200012207031,260.17999267578125,261.7300109863281,81077200,Apple
2026-02-13,262.010009765625,262.2300109863281,255.4499969482422,255.77999877929688,56290700,Apple
2026-02-17,258.04998779296875,266.2900085449219,255.5399932861328,263.8800048828125,58469100,Apple
2026-02-18,263.6000061035156,266.82000732421875,262.45001220703125,264.3500061035156,34203300,Apple
2026-02-19,262.6000061035156,264.4800109863281,260.04998779296875,260.5799865722656,30845300,Apple
2026-02-20,258.9700012207031,264.75,258.1600036621094,264.5799865722656,42070500,Apple
2026-02-23,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,Apple
2026-02-24,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,Apple
2026-02-25,271.7799987792969,274.94000244140625,271.04998779296875,274.2300109863281,33714300,Apple
2026-02-26,274.95001220703125,276.1099853515625,270.79998779296875,272.95001220703125,32345100,Apple
2026-02-27,272.80999755859375,272.80999755859375,262.8900146484375,264.17999267578125,72366500,Apple
2026-03-02,262.4100036621094,266.5299987792969,260.20001220703125,264.7200012207031,41827900,Apple
2026-03-03,263.4800109863281,265.55999755859375,260.1300048828125,263.75,38568900,Apple
2026-03-04,264.6499938964844,266.1499938964844,261.4200134277344,262.5199890136719,39803100,Apple
2026-03-05,260.7900085449219,261.55999755859375,257.25,260.2900085449219,49658600,Apple
2026-03-06,258.6300048828125,258.7699890136719,254.3699951171875,257.4599914550781,41120000,Apple
2026-03-09,255.69000244140625,261.1499938964844,253.67999267578125,259.8800048828125,38218500,Apple
2026-03-10,257.6499938964844,262.4800109863281,256.95001220703125,260.8299865722656,30590800,Apple
2026-03-11,261.0899963378906,262.1300048828125,259.54998779296875,260.80999755859375,26218900,Apple
2026-03-12,258.6600036621094,258.95001220703125,254.17999267578125,255.75999450683594,40794000,Apple
2026-03-13,255.47999572753906,256.3299865722656,249.52000427246094,250.1199951171875,36930000,Apple
2026-03-16,252.11000061035156,253.88999938964844,249.8800048828125,252.82000732421875,32074200,Apple
2026-03-17,252.9600067138672,255.1300048828125,252.17999267578125,254.22999572753906,32361600,Apple
2026-03-18,252.6300048828125,254.94000244140625,249.0,249.94000244140625,35757900,Apple
2026-03-19,249.39999389648438,251.8300018310547,247.3000030517578,248.9600067138672,34864100,Apple
2026-03-20,247.97999572753906,249.1999969482422,246.0,247.99000549316406,88331100,Apple
2026-03-23,253.97000122070312,254.60000610351562,250.27999877929688,251.49000549316406,40546100,Apple
2026-03-24,250.35000610351562,254.8300018310547,249.5500030517578,251.63999938964844,45152300,Apple
2026-03-25,254.10000610351562,255.0,251.60000610351562,252.6199951171875,28476700,Apple
2026-03-26,252.1199951171875,257.0,250.77000427246094,252.88999938964844,41796700,Apple
2026-03-27,253.89999389648438,255.49000549316406,248.07000732421875,248.8000030517578,47900000,Apple
2026-03-30,250.07000732421875,250.8699951171875,245.50999450683594,246.6300048828125,39446200,Apple
2026-03-31,247.91000366210938,255.47999572753906,247.10000610351562,253.7899932861328,49598100,Apple
2026-04-01,254.0800018310547,256.17999267578125,253.3300018310547,255.6300048828125,40059400,Apple
2026-04-02,254.1999969482422,256.1300048828125,250.64999389648438,255.9199981689453,31289400,Apple
2026-04-06,256.510009765625,262.1600036621094,256.4599914550781,258.8599853515625,29329900,Apple
2026-04-07,256.1600036621094,256.20001220703125,245.6999969482422,253.5,62148000,Apple
2026-04-08,258.45001220703125,259.75,256.5299987792969,258.8999938964844,41032800,Apple
2026-04-09,259.0,261.1199951171875,256.07000732421875,260.489990234375,28121600,Apple
2026-04-10,259.9800109863281,262.19000244140625,259.0199890136719,260.4800109863281,31291500,Apple
2026-04-13,259.7300109863281,260.17999267578125,256.6600036621094,259.20001220703125,36234700,Apple
2026-04-14,259.25,261.92999267578125,257.19000244140625,258.8299865722656,48370700,Apple
2026-04-15,258.1600036621094,266.55999755859375,257.80999755859375,266.42999267578125,49913500,Apple
2026-04-16,266.79998779296875,267.1600036621094,261.2699890136719,263.3999938964844,43323100,Apple
2026-04-17,266.9599914550781,272.29998779296875,266.7200012207031,270.2300109863281,61436200,Apple
2026-04-20,270.3299865722656,274.2799987792969,270.2900085449219,273.04998779296875,36590200,Apple
2026-04-21,271.5,272.79998779296875,265.3999938964844,266.1700134277344,50209800,Apple
2026-04-22,267.82000732421875,273.739990234375,266.8699951171875,273.1700134277344,43249200,Apple
2026-04-23,275.04998779296875,275.7699890136719,271.6499938964844,273.42999267578125,33399600,Apple
2026-04-24,272.760009765625,273.05999755859375,269.6499938964844,271.05999755859375,38124500,Apple
2025-10-27,227.66000366210938,228.39999389648438,225.5399932861328,226.97000122070312,38267000,Amazon
2025-10-28,228.22000122070312,231.49000549316406,226.2100067138672,229.25,47100000,Amazon
2025-10-29,231.6699981689453,232.82000732421875,227.75999450683594,230.3000030517578,52036200,Amazon
2025-10-30,227.05999755859375,228.44000244140625,222.75,222.86000061035156,102252900,Amazon
2025-10-31,250.10000610351562,250.5,243.97999572753906,244.22000122070312,166340800,Amazon
2025-11-03,255.36000061035156,258.6000061035156,252.89999389648438,254.0,95997800,Amazon
2025-11-04,250.3800048828125,257.010009765625,248.66000366210938,249.32000732421875,51546300,Amazon
2025-11-05,249.02999877929688,251.0,246.16000366210938,250.1999969482422,40610700,Amazon
2025-11-06,249.16000366210938,250.3800048828125,242.1699981689453,243.0399932861328,46004200,Amazon
2025-11-07,242.89999389648438,244.89999389648438,238.49000549316406,244.41000366210938,46374300,Amazon
2025-11-10,248.33999633789062,251.75,245.58999633789062,248.39999389648438,36476500,Amazon
2025-11-11,248.41000366210938,249.75,247.22999572753906,249.10000610351562,23564100,Amazon
2025-11-12,250.24000549316406,250.3699951171875,243.75,244.1999969482422,31190100,Amazon
2025-11-13,243.0500030517578,243.75,236.5,237.5800018310547,41401700,Amazon
2025-11-14,235.05999755859375,238.72999572753906,232.88999938964844,234.69000244140625,38956700,Amazon
2025-11-17,233.25,234.60000610351562,229.19000244140625,232.8699951171875,59919000,Amazon
2025-11-18,228.10000610351562,230.1999969482422,222.4199981689453,222.5500030517578,60608400,Amazon
2025-11-19,223.74000549316406,223.74000549316406,218.52000427246094,222.69000244140625,58335600,Amazon
2025-11-20,227.0500030517578,227.41000366210938,216.74000549316406,217.13999938964844,50309000,Amazon
2025-11-21,216.35000610351562,222.2100067138672,215.17999267578125,220.69000244140625,68490500,Amazon
2025-11-24,222.55999755859375,227.3300018310547,222.27000427246094,226.27999877929688,54318400,Amazon
2025-11-25,226.3800048828125,230.52000427246094,223.8000030517578,229.6699981689453,39379300,Amazon
2025-11-26,230.74000549316406,231.75,228.77000427246094,229.16000366210938,38497900,Amazon
2025-11-28,231.24000549316406,233.2899932861328,230.22000122070312,233.22000122070312,20292300,Amazon
2025-12-01,233.22000122070312,235.8000030517578,232.25,233.8800048828125,42904000,Amazon
2025-12-02,235.00999450683594,238.97000122070312,233.5500030517578,234.4199981689453,45785400,Amazon
2025-12-03,233.35000610351562,233.3800048828125,230.61000061035156,232.3800048828125,35495100,Amazon
2025-12-04,232.77000427246094,233.5,226.8000030517578,229.11000061035156,45683200,Amazon
2025-12-05,230.32000732421875,231.24000549316406,228.5500030517578,229.52999877929688,33117400,Amazon
2025-12-08,229.58999633789062,230.8300018310547,226.27000427246094,226.88999938964844,35019200,Amazon
2025-12-09,226.83999633789062,228.57000732421875,225.11000061035156,227.9199981689453,25841700,Amazon
2025-12-10,228.80999755859375,232.4199981689453,228.4600067138672,231.77999877929688,38790700,Amazon
2025-12-11,230.7100067138672,232.11000061035156,228.69000244140625,230.27999877929688,28249600,Amazon
2025-12-12,229.8699951171875,230.0800018310547,225.1199951171875,226.19000244140625,35639100,Amazon
2025-12-15,227.92999267578125,227.92999267578125,221.5,222.5399932861328,47286100,Amazon
2025-12-16,223.0399932861328,223.66000366210938,221.1300048828125,222.55999755859375,39298900,Amazon
2025-12-17,224.66000366210938,225.19000244140625,220.99000549316406,221.27000427246094,44034400,Amazon
2025-12-18,225.7100067138672,229.22999572753906,224.41000366210938,226.75999450683594,50272400,Amazon
2025-12-19,226.75999450683594,229.1300048828125,225.5800018310547,227.35000610351562,85544400,Amazon
2025-12-22,228.61000061035156,229.47999572753906,226.7100067138672,228.42999267578125,32261300,Amazon
2025-12-23,229.05999755859375,232.4499969482422,228.72999572753906,232.13999938964844,29230200,Amazon
2025-12-24,232.1300048828125,232.9499969482422,231.3300018310547,232.3800048828125,11420500,Amazon
2025-12-26,232.0399932861328,232.99000549316406,231.17999267578125,232.52000427246094,15994700,Amazon
2025-12-29,231.94000244140625,232.60000610351562,230.77000427246094,232.07000732421875,19797900,Amazon
2025-12-30,231.2100067138672,232.77000427246094,230.1999969482422,232.52999877929688,21910500,Amazon
2025-12-31,232.91000366210938,232.99000549316406,230.1199951171875,230.82000732421875,24383700,Amazon
2026-01-02,231.33999633789062,235.4600067138672,224.6999969482422,226.5,51456200,Amazon
2026-01-05,228.83999633789062,234.0,227.17999267578125,233.05999755859375,49733300,Amazon
2026-01-06,232.10000610351562,243.17999267578125,232.07000732421875,240.92999267578125,53764700,Amazon
2026-01-07,239.61000061035156,245.2899932861328,239.52000427246094,241.55999755859375,42236500,Amazon
2026-01-08,243.05999755859375,246.41000366210938,241.8800048828125,246.2899932861328,39509800,Amazon
2026-01-09,244.57000732421875,247.86000061035156,242.24000549316406,247.3800048828125,34560000,Amazon
2026-01-12,246.72999572753906,248.94000244140625,245.9600067138672,246.47000122070312,35867800,Amazon
2026-01-13,246.52999877929688,247.66000366210938,240.25,242.60000610351562,38371800,Amazon
2026-01-14,241.14999389648438,241.27999877929688,236.22000122070312,236.64999389648438,41410600,Amazon
2026-01-15,239.30999755859375,240.64999389648438,236.6300048828125,238.17999267578125,43003600,Amazon
2026-01-16,239.08999633789062,239.57000732421875,236.41000366210938,239.1199951171875,45888300,Amazon
2026-01-20,233.75999450683594,235.08999633789062,229.33999633789062,231.0,47737900,Amazon
2026-01-21,231.08999633789062,232.3000030517578,226.8800048828125,231.30999755859375,47276100,Amazon
2026-01-22,234.0500030517578,235.72000122070312,230.89999389648438,234.33999633789062,31913300,Amazon
2026-01-23,234.9600067138672,240.4499969482422,234.57000732421875,239.16000366210938,33778500,Amazon
2026-01-26,239.97999572753906,240.9499969482422,237.5399932861328,238.4199981689453,32825500,Amazon
2026-01-27,239.69000244140625,244.8800048828125,238.0800018310547,244.67999267578125,38029200,Amazon
2026-01-28,246.3699951171875,247.77999877929688,241.52999877929688,243.00999450683594,40882700,Amazon
2026-01-29,242.82000732421875,243.0,236.74000549316406,241.72999572753906,47229600,Amazon
2026-01-30,239.88999938964844,243.32000732421875,237.63999938964844,239.3000030517578,46585000,Amazon
2026-02-02,238.30999755859375,245.6300048828125,238.1699981689453,242.9600067138672,37546100,Amazon
2026-02-03,244.97999572753906,246.35000610351562,235.4499969482422,238.6199951171875,53831300,Amazon
2026-02-04,238.86000061035156,238.86000061035156,231.82000732421875,232.99000549316406,51299900,Amazon
2026-02-05,224.91000366210938,226.30999755859375,220.3800048828125,222.69000244140625,103509200,Amazon
2026-02-06,202.6999969482422,211.44000244140625,200.30999755859375,210.32000732421875,179210900,Amazon
2026-02-09,208.97000122070312,212.80999755859375,203.35000610351562,208.72000122070312,91178400,Amazon
2026-02-10,208.8000030517578,212.64999389648438,206.41000366210938,206.9600067138672,67175000,Amazon
2026-02-11,208.05999755859375,208.57000732421875,202.49000549316406,204.0800018310547,65545500,Amazon
2026-02-12,203.9600067138672,203.9600067138672,197.55999755859375,199.60000610351562,83975400,Amazon
2026-02-13,198.8800048828125,201.16000366210938,197.27999877929688,198.7899932861328,66321600,Amazon
2026-02-17,198.1300048828125,201.74000549316406,196.0,201.14999389648438,69879200,Amazon
2026-02-18,202.07000732421875,206.86000061035156,201.50999450683594,204.7899932861328,51003300,Amazon
2026-02-19,203.8000030517578,205.63999938964844,202.80999755859375,204.86000061035156,35669600,Amazon
2026-02-20,204.75999450683594,211.1699981689453,203.75,210.11000061035156,65881600,Amazon
2026-02-23,208.10000610351562,208.42999267578125,203.11000061035156,205.27000427246094,53581500,Amazon
2026-02-24,205.47000122070312,210.36000061035156,203.25,208.55999755859375,41137200,Amazon
2026-02-25,210.4600067138672,211.58999633789062,208.92999267578125,210.63999938964844,41346400,Amazon
2026-02-26,210.72999572753906,211.0500030517578,205.35000610351562,207.9199981689453,47756800,Amazon
2026-02-27,206.8300018310547,210.3300018310547,205.1999969482422,210.0,57422800,Amazon
2026-03-02,204.5500030517578,209.72999572753906,203.4600067138672,208.38999938964844,46001000,Amazon
2026-03-03,203.10000610351562,209.17999267578125,202.47999572753906,208.72999572753906,43184900,Amazon
2026-03-04,210.47000122070312,217.5399932861328,210.14999389648438,216.82000732421875,54731100,Amazon
2026-03-05,215.97999572753906,220.47000122070312,215.58999633789062,218.94000244140625,60943400,Amazon
2026-03-06,214.99000549316406,217.32000732421875,212.52999877929688,213.2100067138672,51152700,Amazon
2026-03-09,210.4499969482422,213.82000732421875,207.11000061035156,213.49000549316406,54642900,Amazon
2026-03-10,214.19000244140625,215.64999389648438,212.42999267578125,214.3300018310547,35678800,Amazon
2026-03-11,215.7100067138672,217.0,211.35000610351562,212.64999389648438,34199300,Amazon
2026-03-12,210.38999938964844,211.7100067138672,208.14999389648438,209.52999877929688,44349500,Amazon
2026-03-13,209.61000061035156,210.55999755859375,206.22000122070312,207.6699981689453,35662100,Amazon
2026-03-16,208.35000610351562,212.72000122070312,207.4499969482422,211.74000549316406,42209300,Amazon
2026-03-17,212.82000732421875,215.6999969482422,212.42999267578125,215.1999969482422,44969900,Amazon
2026-03-18,213.92999267578125,215.13999938964844,208.8300018310547,209.8699951171875,37846600,Amazon
2026-03-19,207.05999755859375,209.1199951171875,206.0500030517578,208.75999450683594,36440600,Amazon
2026-03-20,207.39999389648438,207.5399932861328,204.32000732421875,205.3699951171875,63694600,Amazon
2026-03-23,209.7899932861328,212.8000030517578,209.50999450683594,210.13999938964844,44277400,Amazon
2026-03-24,207.9499969482422,209.35000610351562,206.63999938964844,207.24000549316406,35351400,Amazon
2026-03-25,211.55999755859375,213.07000732421875,209.89999389648438,211.7100067138672,36388800,Amazon
2026-03-26,210.61000061035156,212.88999938964844,207.1199951171875,207.5399932861328,46746000,Amazon
2026-03-27,206.4600067138672,206.60000610351562,199.13999938964844,199.33999633789062,56009800,Amazon
2026-03-30,201.47999572753906,203.8000030517578,199.97999572753906,200.9499969482422,46373800,Amazon
2026-03-31,204.85000610351562,210.27999877929688,204.13999938964844,208.27000427246094,58470100,Amazon
2026-04-01,210.44000244140625,213.5800018310547,208.19000244140625,210.57000732421875,45955400,Amazon
2026-04-02,206.5399932861328,212.2100067138672,204.89999389648438,209.77000427246094,31453000,Amazon
2026-04-06,209.8000030517578,212.9499969482422,209.58999633789062,212.7899932861328,25385500,Amazon
2026-04-07,211.24000549316406,213.97000122070312,209.0800018310547,213.77000427246094,28154600,Amazon
2026-04-08,223.7899932861328,226.10000610351562,219.6199951171875,221.25,51092700,Amazon
2026-04-09,225.22999572753906,233.8000030517578,223.27000427246094,233.64999389648438,65964200,Amazon
2026-04-10,235.3000030517578,240.42999267578125,235.2100067138672,238.3800048828125,56912800,Amazon
2026-04-13,237.4499969482422,240.0,235.75,239.88999938964844,42166200,Amazon
2026-04-14,241.77999877929688,252.17999267578125,241.77999877929688,249.02000427246094,72685000,Amazon
2026-04-15,249.25,250.44000244140625,247.1999969482422,248.5,43045200,Amazon
2026-04-16,248.50999450683594,250.0,244.1999969482422,249.6999969482422,41895700,Amazon
2026-04-17,254.99000549316406,256.17999267578125,250.11000061035156,250.55999755859375,52029300,Amazon
2026-04-20,249.19000244140625,250.17999267578125,245.3699951171875,248.27999877929688,39463100,Amazon
2026-04-21,255.08999633789062,255.08999633789062,249.10000610351562,249.91000366210938,42922400,Amazon
2026-04-22,252.44000244140625,255.94000244140625,250.3300018310547,255.36000061035156,36065100,Amazon
2026-04-23,255.38999938964844,258.7900085449219,253.07000732421875,255.0800018310547,39091400,Amazon
2026-04-24,259.9800109863281,264.5,257.69000244140625,263.989990234375,53695200,Amazon
2025-10-27,264.4607188078389,269.7735083332291,263.92144290721717,268.9046630859375,35235200,Google
2025-10-28,269.3241367489819,270.3627344019799,266.1384619149823,267.1071472167969,29738600,Google
2025-10-29,267.38675485794886,274.96645416764926,267.3068768000952,274.197509765625,43580300,Google
2025-10-30,291.1944142933695,291.1944142933695,279.6800575475708,281.09814453125,74876000,Google
2025-10-31,282.82575062167336,285.6119738650845,276.6541425566326,280.8085021972656,39267900,Google
2025-11-03,281.797163766903,285.14262497278366,279.42038779718166,283.3350830078125,29786000,Google
2025-11-04,276.374515458966,280.88837191256465,275.8851900258856,277.1634521484375,30078400,Google
2025-11-05,278.49163374098424,286.0314084420774,276.96371081227676,283.92425537109375,31010300,Google
2025-11-06,284.9428776795432,287.9587999323025,280.7585903155872,284.3636779785156,37173600,Google
2025-11-07,282.8257840870045,283.3950181298404,274.8166751233446,278.45172119140625,34479600,Google
2025-11-10,284.03413439651047,290.40545290698407,282.47622284552773,289.7064208984375,29557300,Google
2025-11-11,287.35962699643375,291.52398321941854,286.9302176656824,290.914794921875,19842100,Google
2025-11-12,291.2842728658537,291.613842224268,283.30512258449664,286.3210144042969,24829900,Google
2025-11-13,281.9569519907634,282.45627365196606,276.8638649512614,278.19207763671875,29494000,Google
2025-11-14,271.04178706348836,278.1820807042813,270.3327588398133,276.0350036621094,31647200,Google
2025-11-17,285.392279437324,293.55120856159544,283.1852862901624,284.63330078125,52670200,Google
2025-11-18,287.52939388700526,288.4081743957296,277.8225797399186,283.8943176269531,49158700,Google
2025-11-19,286.77042153983126,303.39782684502376,286.2411417953812,292.4127502441406,68198900,Google
2025-11-20,304.1268355762142,306.0042898345543,288.2783714658303,289.05731201171875,62025200,Google
2025-11-21,296.0178842040454,303.50770955644725,293.4513634023398,299.25347900390625,74137700,Google
2025-11-24,310.70789188393536,319.0465694557707,309.17996886834777,318.14776611328125,85165100,Google
2025-11-25,325.767421144808,328.3838617048627,317.2190369667809,323.0011901855469,88632100,Google
2025-11-26,320.2449508538883,324.0597758686898,316.36024396458464,319.5159606933594,51373400,Google
2025-11-28,322.9313108653273,326.40660086319315,316.36025071335513,319.7456359863281,26018600,Google
2025-12-01,317.2690150587685,319.41609223758667,313.464186206563,314.46282958984375,41183000,Google
2025-12-02,316.3102616947243,317.948051296999,313.4841146313127,315.38153076171875,35854700,Google
2025-12-03,315.4614340573081,321.1436861691208,313.6738540884245,319.19635009765625,41838300,Google
2025-12-04,321.7928484740126,321.92264650582644,314.27306548179905,317.1890869140625,31240900,Google
2025-12-05,319.05652267664885,322.72155681925386,318.73697999805336,320.8341064453125,28851700,Google
2025-12-08,319.82486263347363,320.21460294317257,311.0010871288888,313.49932861328125,33909400,Google
2025-12-09,312.15025542764414,317.7662971049956,311.6805848338384,316.85693359375,30194000,Google
2025-12-10,315.6078174223929,321.0839735202244,314.45863248382005,319.9847412109375,33428900,Google
2025-12-11,319.85481737290655,320.8940942947929,308.3829128168011,312.210205078125,42353700,Google
2025-12-12,313.47935032153816,314.6485102459599,305.34506149685063,309.07244873046875,35940200,Google
2025-12-15,311.1009991314403,311.2009348824072,304.66552711937686,308.003173828125,29151900,Google
2025-12-16,304.7354841263937,310.5513666605185,302.37712849550337,306.3543395996094,30585000,Google
2025-12-17,307.7933270972379,307.87325739956634,295.9116769824828,296.5112609863281,43930400,Google
2025-12-18,301.50775321966603,303.7461677101471,299.0195145942255,302.2472229003906,33518000,Google
2025-12-19,301.5177661333593,307.03387224107576,300.7582909786616,306.9439392089844,59943200,Google
2025-12-22,309.66200850448513,309.9118326328777,305.0852133945127,309.56207275390625,26429900,Google
2025-12-23,309.41219480947996,314.7184570357758,309.1024153195162,314.1288757324219,25478700,Google
2025-12-24,314.5485634057752,314.8583428959372,311.70059264113144,313.8690490722656,10097400,Google
2025-12-26,314.25877806497726,314.86833429915043,312.0603135401851,313.2894592285156,10899000,Google
2025-12-29,311.15095467052413,313.79908436732376,310.4014822754237,313.33941650390625,19621800,Google
2025-12-30,312.28018544302313,316.72706748217655,312.24020504037514,313.6292419433594,17380900,Google
2025-12-31,312.62992729269524,314.3586907819443,311.22091551782626,312.7798156738281,16377700,Google
2026-01-02,316.67708324131615,322.2731502440002,310.11169732658084,314.9283142089844,32009400,Google
2026-01-05,317.4365596004392,318.79558832967825,314.4086921415047,316.3173522949219,30195600,Google
2026-01-06,316.17741436833177,320.71422913013345,311.5606693028291,314.1188659667969,31212100,Google
2026-01-07,314.13884430323384,325.9205589972494,313.96898096999803,321.7535095214844,35104400,Google
2026-01-08,328.7385750407063,330.0876314322289,321.2738288701313,325.2110595703125,31896100,Google
2026-01-09,326.8598973489763,330.5972566011106,325.5707962902668,328.3388671875,26214200,Google
